Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1727254606,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1727254607,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1727254608,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1727254609,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1727254610,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1727254611,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1727254612,10,,Aggregated,0.000000,0.000000,78,78,78,78,78,78,78,78,78,78,78,2,0,59,68.5,59,78,0.0
1727254613,10,,Aggregated,0.000000,0.000000,78,78,78,78,78,78,78,78,78,78,78,2,0,59,68.5,59,78,0.0
1727254614,10,,Aggregated,0.000000,0.000000,78,78,78,78,78,78,78,78,78,78,78,2,0,59,68.5,59,78,0.0
1727254615,10,,Aggregated,0.200000,0.000000,78,78,150,150,150,150,150,150,150,150,150,3,0,78,95.66666666666667,59,150,0.0
1727254616,10,,Aggregated,0.200000,0.000000,78,78,150,150,150,150,150,150,150,150,150,3,0,78,95.66666666666667,59,150,0.0
